2019,2019253,Andorra,,20,C,"45,102",666,"1,996",,,,,,,,,727,,,69,,,,,,,,229,,,,,,,,,,,,,,,,,,,,,,,228,,,,,,,,,,,,,,,,,119,,,,,,,,,,,,,,,,"4,151",,,,,,361,,,,,,,,,,,,,,,,,,,,,,,,488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501,,,,,,260,,,,,,,,,,,,,,,,,453,,"11,415",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,958",,,,,52,85,,,,,,,,,,,,,,,,,"1,124",,112,,108,,,,,,,,,,,,,,
2019,2019254,Bosnia and Herzegovina,,70,I R,"35,735",446,436,,,,,,,,,,,,,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,842",,,,,,,,,,,,,,,,,,,,,,,161,,,,,,513,,,,,,,,,,,,,,,148,,,,,,,,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,074",,,,,,,,,,,,,,,"2,852",,,,,,,,,,,,,,,,,,376,163,,,,,,,,,,,,"9,469",,,,,"3,139","1,816",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2019255,Croatia,,191,B R,"518,083","1,197","3,594",,159,51,,,,,,184,,,"1,472","4,753",,,,,,86,346,,,,,29,,"373,838",,178,,,281,,,,,,927,,,,,116,411,,,41,,,,,,,,,,876,,,94,,,,,228,,,,18,,,,,,36,"1,625",,,,,,"31,185",,,135,,,,,,,,,,,,963,,61,24,44,75,48,,50,"2,899",,51,62,61,,,,,,24,60,,,138,,24,28,,,,,,,,,,,,36,,,,"5,707",,26,,,,,,746,,107,,,26,,"9,284",,104,,,,,,,79,69,680,46,,,24,105,,460,"1,210",,,,,,,,,,,,"47,261",,,,,594,"18,085",,,187,,173,,39,60,,579,"2,778",166,,,,,,,,,79,,,,,699,,618,,"1,492",,,,,50,,,,,42,,,,,,
2019,2019256,Gibraltar,,292,B,"11,172",917,"1,428",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,092",,,,,,,,,,,,,,,,,,,,,,,"5,730",,,,,,,,,,,,,,,,,,
2019,2019257,Greece,,300,B,"1,211,382",,,"11,673","426,449",390,0,2,11,9,28,624,"13,923",0,"19,710","2,194",492,20,21,"1,862",9,"1,419","4,992",3,6,6,0,21,,428,6,"2,159",0,,"71,043",34,128,12,19,441,"12,289",0,382,16,0,357,"3,308",0,,387,71,"1,377",0,36,121,417,342,,"21,057","4,316",32,"1,101",877,37,16,550,81,"27,549",47,8,"1,055",125,19,"2,357",,0,0,750,"6,523",0,8,6,47,"81,272","111,442",581,3,,1,0,0,0,29,169,1,9,36,0,47,"1,683",51,"9,893",431,"2,199","9,909",574,3,693,"6,141",10,495,791,"26,296",441,,252,533,39,342,"1,999",0,29,624,8,530,133,125,,59,1,100,86,0,,58,36,,385,,42,6,,75,"2,021",61,91,6,,63,"3,649",,477,155,23,"2,784",,"2,113",0,502,3,"8,431",181,151,2,76,283,"8,254","15,264",315,0,"1,074",205,"9,792",0,"45,020","52,816",93,2,0,,0,5,436,0,5,414,623,"4,269",23,169,79,,839,125,0,529,"6,732",,"1,149",865,"1,228","1,806",7,"5,281","3,602","23,319",93,367,209,21,0,,15,619,"32,638",112,,9,134,"18,962",83,"17,230",384,"22,259",0,108,"8,083",68,999,204,0,7,267,231,408,,,,,
2019,2019258,Holy See,23,336,I,799,316,483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2019259,Italy,,380,B,"6,273,722","18,078","27,119","11,896","475,196","22,877",,55,"1,911",,23,"71,880","1,630",,"20,217","16,063",811,114,63,"123,894",47,"31,526","47,147",27,"2,960",,39,"15,794",,"12,825",62,"115,970",,36,"62,358","12,871","1,134","6,447","1,391","13,510","25,716",,293,551,,"12,775","228,231",,,"40,769",25,"3,293",,"1,619","30,267","24,438","37,307",,455,"10,542",75,"6,821","3,196",87,316,"46,127","85,272","122,040","14,682",154,"13,034","1,524",43,"29,662",,,42,"2,816","132,810",,,459,"14,556","15,124","218,158","51,364",,"17,120",,16,,,"2,299","7,227","1,704",73,792,209,"2,880","13,500",212,"161,364","3,594","17,059","4,794","3,751",,"4,034",,383,"8,843","3,051","4,631","4,144",3,646,"1,689",260,"3,634","7,469",26,"1,677","35,852",126,"6,170","4,815","2,602",190,659,36,"15,181","1,952",,,834,"9,173",,"9,441",,"1,655",298,"2,510",,"450,557",907,488,95,5,"2,244","13,267",,904,"1,311","1,179","80,235",,"73,343",,"1,790",92,"112,947",5,"1,094",43,"2,862","117,189","153,280","118,588","6,700",,135,"4,264","188,923",,"1,074,382","83,260",815,,10,21,,16,61,"2,001",79,"1,136","103,744","45,410",956,"1,673",621,,"11,201","4,768",6,"12,585","5,868",,"34,345","94,745",597,"2,994",61,"6,264","199,233","7,076",244,"10,885",116,"5,735",,20,169,"109,387","20,558",271,,4,"1,084","246,367",498,"65,645","1,786","54,184",,"7,446","2,685",21,"53,007","5,909",,,327,902,905,,,,,
2019,2019260,Malta,,470,B,"84,949","3,790",53,,171,116,,,,,,22,61,,"9,691",246,,,,17,,14,371,,,,,,,366,,214,,,"2,021",,,,,,"3,937",,,,,,798,,,,,,,,,162,,,98,180,,,292,,,,,"1,045",,,"1,499",,,766,,,,175,961,,,,,88,"2,199",150,,171,,,,,,,,,,,,321,,587,48,66,183,608,,24,"3,495",,100,87,,72,,127,,,171,143,,,"2,815",,98,,,,87,,,,,,,,,,,,,,,498,,,,,,950,,95,,82,760,,66,,146,,408,,,,,61,"1,071",555,127,,,,75,,"1,516","2,122",,,,,,,,,,58,,"1,232",,,67,,227,46,,"3,037",388,,337,37,90,300,,"1,040",230,"2,401",,238,,,,,27,719,513,,,,,643,56,"23,213",,"2,690",,,43,,,,,,,,79,,,,,
2019,2019261,Montenegro,,499,B,"70,967",687,288,,"2,763",,,,,,,,,,137,257,,,,,,,,,,,,,,"32,081",,,,,78,,,,,,69,,,,,,,,,,,,,,,"15,517",,,,120,,,97,,,,,,,,,,,,,,,,447,,,,,,"1,882",,,56,,,,,,,,,,,,47,,,,,,,,,209,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,155,,,,,,,"3,328",,,,,,,,,,,98,,,,,,,105,928,,,,,,,,,,,,"8,828",,,,,56,"1,622",,,,,,,,,,151,212,,,,,,,,,,87,,,,,141,,103,,318,,,,,,,,,,,,,,,,
2019,2019262,North Macedonia,,807,B,"131,175",929,611,,"68,029",,,,,,,,,,,,,,,,,,,,,,,,,"8,742",,,,,"1,075",,,,,,,,,,,,,,,,,,,,,"1,437",,,,53,,,,,,,,"1,970",,,,,,,,,,,,,,,,,42,,,233,,,,,,,,,,,,81,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,260",,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,23,215,,,,,,,,,,,,"17,991",,,,,36,256,,,,,,,,,,,,,,,,,,,,,"19,991",,,,,64,,,,,,,,,,,,,,,,,,,,
2019,2019263,Portugal,,620,B,"888,162","2,620","1,000",,50,233,,378,"158,958",,,"1,342",101,,"1,222",512,66,,,"1,494",,962,"3,479",,33,,,216,,42,,"136,526",,,"5,267",,,"60,543",,74,"7,398",,,,,197,"10,638",134,"2,028",654,,482,,,132,82,"1,648",,29,251,74,"1,846",401,,,137,454,427,86,224,,130,587,30,,,,339,"92,335",,,575,115,"1,088","27,362",195,,189,,,,,30,"4,576","28,905",,,,,404,28,"7,941",251,657,229,"1,587",,344,"2,772",26,314,190,886,102,,,,,209,219,,28,96,205,370,"3,992",26,464,49,,114,43,,,40,,,268,,,,78,,"2,001","71,421",,,,"5,884","4,027",,44,,,269,,276,,336,,"1,967",,35,,53,289,482,990,,,,131,"20,061",,"23,149","5,770",,,,,,,,,"18,219",,"2,113",178,,53,28,,93,55,,,"11,215",,"16,112",77,,,,816,"16,458",473,,"1,487","1,746",75,,,,139,701,,,,27,"47,323",,"18,695",69,"7,075",,228,893,,"24,584",53,,,,,"1,164",,,,,
2019,2019264,San Marino,,674,C,"5,507",166,144,,39,,,,,,,90,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,727",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,143,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,
2019,2019265,Serbia,24,688,B,"820,312",609,106,,474,53,,,,,,49,160,,685,"7,109",,,,,,136,220,,,,,,,"341,347",,86,,,"1,152",,,,,,621,,,,,,"1,791",,,,,,,,,"287,762",29,,175,522,,,185,,,,,78,,,,,,,,,,34,"5,473",,,,,48,"16,339",29,,928,,,,,,,,,,,,"1,828",,299,32,66,178,52,,110,"1,953",,39,100,98,,,68,,,,45,,,379,,28,91,,,,,,53,,,,,,26,,,,"72,359",,33,,,,,,763,,24,,,,,"47,482",,140,,,,,,,49,43,674,39,,,26,233,,"3,664","2,990",,,,,,,,,,,,,,,,,483,"11,104",,,143,,160,,77,,,"1,209","2,901",124,,,,,,,,40,394,29,,,,"1,294",24,657,,"1,306",,,81,,37,,,,,57,28,,,,,
2019,2019266,Slovenia,,705,B,"253,122","6,167","18,500",40,127,33,,0,3,,,405,18,,359,"2,702",21,,0,12,,166,299,4,1,,0,,,"104,738",1,145,,,"1,157",6,4,,6,15,376,,2,1,,34,944,,,48,0,7,,3,3,"45,612",76,,11,367,,13,54,0,,186,11,118,,0,13,24,,14,,,,38,"1,131",,,1,18,27,"7,361",57,,109,,,,,1,6,22,,2,,4,405,6,168,56,125,78,59,,38,"4,027",7,92,58,160,28,,13,15,,49,25,0,10,45,8,45,37,17,2,7,0,4,7,,,0,8,,72,,,6,"3,362",,27,5,,3,,20,334,,,4,0,62,,"16,507",,16,1,38,,,,,58,140,385,59,,3,,347,,460,"2,780",2,,,,,,,,,16,3,"24,601",0,5,9,,549,,,27,56,,182,17,3,12,,320,951,108,6,255,,1,,,,69,152,13,,,5,"2,347",12,604,3,743,,15,65,,,23,,2,14,6,15,,,,,
2019,2019267,Spain,25,724,B,"6,104,203","3,932","11,794",474,"2,008","57,140",,"6,113","3,681",,,"259,946","9,860",,"6,606","9,163",638,60,58,"10,986",44,"4,026","47,148",35,412,,,"151,235",,"2,195",,"109,552",,22,"121,435","1,188",110,"4,605",98,"5,365","7,172",,167,126,,"56,704","164,695",,,"367,816",,"2,181",,"3,459","3,064","1,744","141,447",,379,"8,857",119,"1,521","11,640",21,"1,000","167,176","415,310","4,277","9,524","21,323",141,"1,942",,"3,847",,,33,"12,749","209,344",,,288,"17,836","9,076","199,117","12,218",,"4,125",,644,,,"7,678","10,141","5,563",115,749,,"57,764","9,633","1,162","37,857","2,007","6,100","1,895","15,225",,"2,961","125,820",292,"6,349","2,342","1,861","1,611",,500,345,194,"4,131","3,461",,848,"1,000",119,"15,971","1,476",478,67,623,,"17,645",323,,,"8,781",249,,"53,158",123,243,434,173,,"711,792","1,240",90,130,,"3,249","48,248",,"1,111","25,969",290,"29,204",,649,,"15,786",52,"55,043",,"4,399",31,"64,547","193,786","46,322","62,811","109,184",,94,"4,340","19,031",,"622,555","87,373",293,,,46,,,,38,195,875,"51,789","4,041",41,"1,062",521,,"7,560","1,359",,281,"2,931",,,650,,403,225,"19,732","63,515","6,123",87,"2,159",,526,,,213,"2,832","4,112",62,,35,218,"94,120",337,"302,020",373,"48,225",,"75,539",665,,"202,859","1,693",,,144,153,347,,,,,
2019,2019268,Western Europe,,926,,"30,427,318","102,590","307,737","311,734","79,973","1,641,745",1,"1,196","42,923",31,175,"49,382","49,515","5,069","45,387","326,402","30,021",294,651,"30,077",308,"32,220","299,599",104,"27,666",192,873,"15,641","5,109","445,301",464,"207,554",0,786,"379,814","14,481","13,718","48,191","78,249","138,887","78,898",0,"19,229","9,893",0,"48,041","382,499",897,37,"89,342","40,381","87,275",4,"5,065","114,166","400,577","26,739","70,097","5,763","596,110","6,503","196,054","46,013","8,934","7,833","43,124","29,875","99,792","4,687",679,"95,142","16,227",227,"59,522",0,5,390,"34,125","593,571",0,0,"23,451","19,894","35,591","1,081,348","66,185",108,"397,380",13,110,0,1,"8,511","62,643","4,776","7,888","88,810",0,"3,629","302,131","4,170","240,365","162,042","229,864","279,560","39,662",13,"40,697","1,416,074","5,297","78,584","17,567","949,690","25,796",9,"3,655","80,048","52,874","45,931","146,520",310,"6,304","18,805","3,013","62,214","55,749","138,625",760,"16,509",100,"88,424","2,838",0,0,"22,432","56,087",0,"48,425",4,"28,056","6,168","47,020",6,"1,556,482","4,096","4,519","1,071",1,"15,102","356,232",0,"12,361","3,977","9,718","78,036",0,"191,662",0,"20,630","1,050","130,061",1,"2,428",514,"8,078","51,343","126,402","2,232,864","1,184,541",63,562,"68,269","35,173",0,"887,082","1,206,115","25,599",4,78,"5,371",0,110,52,257,605,"12,863","146,662","589,123","1,121","11,370","12,622","25,034","113,211","68,388",19,"76,516","54,479",40,"618,822","145,813","2,863","18,330","222,403","52,698","230,082","735,993","27,819","143,691",12,"49,134",0,112,"2,347","504,640","2,468,170","6,673",8,16,"6,996","284,736","3,371","419,900","5,444","291,597",1,"9,052","43,135",821,"28,478","282,636",0,"1,154","6,436","3,269","4,197",,,,,
2019,2019269,Austria,,40,B,"1,779,857",,,"20,561","3,715","1,522",,2,402,,8,"1,797","3,601",,"2,939",,"1,270",25,24,"3,231",24,"1,967","3,039",48,94,22,28,600,,"183,169",29,"6,122",,7,"18,572",142,114,48,"1,130",772,"3,006",,34,14,,"1,485","20,910",331,20,"1,853",,539,,211,251,"47,226","1,037",,383,"64,923","3,171",826,"1,673",8,60,"3,689",781,"17,578",80,11,122,439,27,"1,506",,,21,"1,886","10,581",,,28,741,"3,914","264,081","2,920",,"4,725",,17,,1,439,357,80,22,74,,115,"52,494",221,"16,026","1,433","18,291","6,521","1,162",,"3,024","35,105",245,"3,506",884,"1,302","1,159",,298,764,146,951,"2,173",4,323,541,446,"1,073",900,88,44,570,10,116,127,,,38,134,,"1,784",1,28,"2,129","25,784",,"2,273",79,83,216,1,694,"10,005",,522,245,36,"10,016",,"25,877",,"1,140",36,"5,682",1,73,70,270,"1,992","16,356","77,899","2,033",7,29,147,"2,100",,"82,949","36,562",249,,2,16,,11,4,1,2,563,395,"230,404",51,315,337,,"32,073","21,140",16,"1,434","3,295",,"4,865","1,158",326,749,23,"4,191","18,654","11,757",335,"6,615",,258,,8,82,"4,356","218,201",165,,14,323,"9,717",207,"13,000",185,"13,049",,332,890,8,"1,080","3,947",,,112,133,351,,,,,
2019,2019270,Belgium,,56,B,"1,981,919","46,050","69,075","23,386","11,042","27,633",,,"6,897",,,"2,525","1,607",,"1,611","3,474",237,13,54,"2,796",21,540,,,"1,542",,284,"1,245",,615,42,"14,634",,,"34,769","1,568","7,942",879,"1,553","19,201","5,172",,485,535,,"4,450","21,031",,,"6,809",,"4,154",,330,"6,384",412,"1,901",,553,746,111,"89,101","2,609","1,452",179,"3,003","6,635","4,895",741,102,538,"1,001",,"4,751",,,27,"2,705","194,862",,,735,874,554,"85,150","10,131",,"17,832",,,,,875,"15,273",315,93,"2,069",,288,"8,507",223,"22,852","3,643","11,399","20,681","3,555",,"3,607","126,432",446,"4,827","1,228","1,132","1,626",,374,356,"1,203","1,762","7,371",15,983,"1,016",7,"2,277","14,529","2,314",96,799,4,992,465,,,"2,367","3,537",,"2,745",,144,824,23,,"226,216",474,203,77,0,"3,878","137,062",,412,332,"1,989","6,203",,"1,541",,"1,234",47,"13,217",0,187,32,516,"3,894","11,581","80,564","38,096",,,"4,645","1,327",,"81,588","7,757","14,930",,,,,,,15,112,748,"6,265",411,87,"2,247",660,,"1,558",205,,"6,253","3,948",,"49,889","2,256","1,216","1,247","3,909","3,406","5,419","26,484",68,"9,746",,"6,194",,,,"15,682","104,059",12,,,777,"1,955",,"23,231",683,"16,980",,516,436,,"1,844","8,765",,,302,367,506,,,,,
2019,2019271,France,,250,B,"8,334,875",,,"6,887","7,371","1,575,528",1,"1,079","23,438",10,66,"14,253","21,012",11,"9,192","11,541","4,526",48,175,"8,174",83,"3,742","161,970",9,"22,477",124,157,"3,464",101,"15,347",43,"63,208",,52,"27,977","9,623","2,054","24,545","69,748","89,496","28,339",,"18,408","8,167",,"15,857","121,172",566,17,"29,983","40,337","76,499",4,827,"99,031","9,794","5,262",,"1,061","9,514",66,"84,481","6,124","7,234","7,093","3,843","4,553","34,064","1,225",427,"3,311","1,271",22,"9,551",,5,171,"4,037",,,,"21,779","2,097","8,349","220,741","7,372",76,"13,982",13,,,,"3,296","33,262","3,374","5,197","81,854",,644,"12,128",421,"52,921","5,446","25,091","6,738","10,306",13,"10,126","343,255",568,"23,536","1,587","2,843","1,924",9,806,792,"46,932","3,702","51,930",52,863,"2,588",29,"3,664","17,033","132,574",116,"2,793",6,"83,195",547,,,"19,563","48,820",,"13,851",3,"27,469","1,569","1,544",6,"1,020,162","1,419",518,188,,"1,457","42,826",,"2,155",711,"6,057","6,348",,"4,941",,"4,480",118,"26,183",,561,28,"1,135","12,862","16,762","106,472","687,530",56,161,"22,794","7,222",,"124,240","70,463","6,818",4,5,"5,229",,30,19,241,245,"2,739","129,790","93,266",656,"1,431","2,512",,"5,755","2,720",3,"3,472","5,703",,"303,245","52,703","1,092","8,476","26,847","10,007","104,900","18,451",267,"19,985",12,"26,164",,104,451,"427,897","327,508",230,8,2,638,"17,485",862,"176,672",708,"59,356",1,"2,681","1,213",813,"6,977","138,552",,"1,154",535,378,771,,,,,
2019,2019272,Germany,,276,B,"13,132,146","1,892","109,530","208,732","50,894","21,519",,,,,,"17,141","21,263",,"12,845","238,191","22,245",,,"11,346",,"23,608","32,315",,"2,552",,,"4,958",,"184,792",,"59,082",,,"262,462","1,998",647,,"2,491","18,398","18,211",,,758,,"14,741","119,093",,,"20,450",,"3,886",,"1,748","3,731","321,527","13,433",,"2,292","502,609","2,765","8,069","24,016",,,"10,255","7,846","21,591","1,230",,"52,580","10,841",,"19,241",,,,"15,063","134,829",,,482,"14,336","21,160",,"27,872",,"326,297",,,,,"1,935","9,312",,,"1,462",,"1,331","184,004","1,805","89,704","18,160","127,177","188,759","12,943",,"13,777","578,841","2,109","31,157","11,709","940,296","13,901",,,"77,373","3,323","32,305","73,546",,"1,820","11,493",283,"46,083","19,363","1,472",,"5,676",,"3,418",694,,,,,,"16,892",,,,"14,508",,"105,928",,"2,103",,,"5,705","137,846",,"2,996","1,405","1,136","44,015",,"90,542",,"8,172",,"66,033",,677,,"4,704","17,169","52,014","1,784,839","127,409",,,"26,965","21,448",,"545,759","999,162","1,140",,,,,,,,,"4,457","5,487","166,432",,"3,010","2,638",,"50,687","36,746",,"29,661","16,984",,"155,083","43,198",,,,"18,484","77,948","589,628","26,802","70,280",,"13,177",,,847,"38,220","1,531,333","6,124",,,"2,396","241,486",,"98,553","1,477","127,218",,"3,153","39,088",,"8,414","104,454",,,"4,100",930,,,,,,
2019,2019273,Liechtenstein,,438,B,"25,467",430,429,,,,,,,,,25,,,,"4,014",,,,,,,40,,,,,,,307,,194,,,16,,,,,,,,,,,,97,,,43,,,,,,118,,,,60,,,15,,,87,,,,,,2,,,,,,8,129,,,,,,"1,909",,,49,,,,,,,,,,,,71,2,25,,,,19,,,892,,,,,,,,,41,,,,,,,,3,,,,,,,,,,,,33,,,,5,,,,,,,,83,,,,,,,97,,8,,,,,,,,50,69,441,,,,,,34,60,,,,,,,,,,,,161,,,,,51,108,,,32,,286,,,,,31,"13,931",,,87,,,,,,23,614,,,,,42,,64,,132,,,,,,,,,,,,,,,,
2019,2019274,Luxembourg,,442,B,"291,723",70,17,,"1,070","1,154",,,,,,395,,,279,"1,127",,,,114,,325,"23,686",,,,,,,"2,732",,"3,344",,,"1,666",,,"7,354",,"1,037",822,,,,,227,"4,053",,,469,,,,,,800,191,,141,"1,095",,989,"1,839",,2,520,,288,,,,626,,,,,,"1,232","45,063",,,,,,"19,057",,,"2,871",,,,,,,,,,,,"1,834",495,"2,035",,"1,089",,"1,445",,255,"19,659",,678,,,,,,,,678,325,,,,,893,,,,106,,,274,,,,345,,399,,,,"2,254",,"2,330",,,,,302,"4,476",,100,,,,,636,,289,,,,,,,554,802,"5,151","83,666",,,"1,051",,,"4,850","2,575",213,,,,,,,,,,660,"1,728",,,,,876,621,,,620,,"5,650",,,,,"1,674","1,445",,,658,,,,,,"1,004","1,140",,,,,"1,341",,"5,852",,"2,962",,,,,478,600,,,,,,,,,,
2019,2019275,Monaco,,492,B,"26,511","3,331","9,456",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,765",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,959",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2019276,Netherlands,,528,B,"2,282,791","5,776",464,"37,216","1,913","4,267",,,"5,202",21,35,"3,855",925,"5,058","11,920","7,193",892,64,161,"1,715",96,418,"60,996",,320,46,324,"1,006","5,008",966,259,"19,369",,655,"25,446",419,"2,294","12,601",817,"1,994","10,955",,67,101,,"3,769","70,830",,,"15,843",,990,,884,"1,239",570,"1,406","70,097",797,"1,041",100,"5,280","4,030",117,83,"9,513","2,618","14,735",442,48,"11,211","1,179",94,"16,434",,,72,"3,634","29,455",,,107,909,397,"127,373","15,041",32,"17,287",,49,,,835,"2,652",258,"2,427","1,547",,545,"15,668",551,"32,833","129,575","33,819","46,245","6,157",,"5,817","32,013","1,108","6,914","1,323",382,"3,463",,"1,630",92,219,"4,068","4,250",154,"1,893","1,765",,"5,806","1,475",210,336,"4,036",,185,415,,,315,383,,"4,932",,101,575,,,"180,879",688,"1,249",287,,"1,991",,,"4,269",566,279,"7,575",,360,,"3,021",750,"13,559",,362,140,223,"4,479","14,492","135,775","19,005",,258,"8,392",490,,"21,654","64,997","1,157",,71,68,,69,29,,172,"2,949","1,131","30,544",89,"4,011","4,126","25,034","1,058",404,,"27,991","15,715",,"29,337","11,017",,"5,420","191,481","5,234","7,785","70,713",77,"15,584",,"1,211",,,620,"5,001","204,702",,,,"2,042","2,236","1,541","55,445","1,494","32,596",,722,506,,"4,619","14,225",,,719,"1,057","1,537",,,,,
2019,2019277,Switzerland,,756,B,"2,572,029","45,041","118,766","14,952","3,968","10,122",,115,"6,984",,66,"9,391","1,107",,"6,601","60,862",851,144,237,"2,701",84,"1,620","17,553",47,681,,80,"4,368",,"57,373",91,"41,601",,72,"8,906",731,667,"2,764","2,510","7,989","12,393",,235,318,,"7,512","25,313",,,"13,892",44,"1,207",,"1,065","3,530","20,130","3,509",,536,"16,122",290,"7,308","5,707",123,416,"12,214","7,442","6,641",969,91,"27,380",868,84,"8,039",,,99,"5,560","170,887",,,320,937,"1,217","363,037","2,849",,"14,337",,44,,,"1,131","1,787",749,149,"1,804",,706,"27,425",452,"23,969","3,785","12,998","10,616","4,075",,"4,091","273,918",821,"7,966",836,"3,735","3,723",,547,671,"1,010","2,465","6,925",85,422,"1,402","2,248","2,418","2,446","1,967",168,"2,529",80,518,316,,,149,"2,868",,"7,789",,314,"1,071","2,902",,"18,694","1,436",363,303,,"1,075","23,934",,"1,907",718,221,"3,879",,"67,668",,"2,286",99,"5,387",,568,244,"1,230","10,393","14,345","42,095","226,361",,114,"4,275","2,586",,"26,008","24,539","1,092",,,58,,,,,74,"1,407","2,934","66,177",238,356,"2,349",,"21,153","6,444",,"7,705","8,182",40,"70,467","35,481",229,"2,438",143,"9,671",,"18,960",270,"20,736",,"2,130",,,347,"12,457","80,613",142,,,820,"10,474",761,"47,083",897,"39,304",,"1,648","1,002",,"5,066","12,093",,,668,404,"1,032",,,,,
2019,2019278,NORTHERN AMERICA,,918,,"58,647,822","2,584,771","16,148","135,162","115,508","89,772",0,0,"18,502",68,"36,658","235,856","106,176","7,726","118,894","72,059","27,794","41,154","2,535","302,730","78,108","77,200","59,975","60,588","2,934","11,748","4,503","98,105","4,345","176,027",901,"490,982",90,"4,759","99,299","2,100","8,987","43,903","220,748","72,889","827,561",286,"1,118","1,692",0,"143,580","3,588,592","490,520","19,672","872,616",142,"2,609",0,"103,476","43,131","91,027","1,356,341","42,461","26,309","104,273",827,"54,818","51,820","2,371","37,914","1,184,930","532,115","271,776","1,480,174",63,"55,161","15,364","11,481","273,980",0,264,"76,734","33,744","302,303",296,190,"1,140","25,717","32,019","718,478","198,388",174,"230,475",0,"49,392",545,0,"1,089,074","27,463",115,"416,195","837,957",0,"664,255","124,124","6,904","3,371,452","128,025","566,998","303,141","152,688",0,"174,162","591,597","906,591","380,752","95,477","44,409","164,001",0,"48,374","9,762","246,217","33,410","221,451",110,"94,936","17,132",0,"47,884","3,596","3,766",710,"102,928",0,"2,222","16,953","7,761",683,960,"16,871",0,"11,575,196","8,708",115,"1,506","1,978","7,934","153,559","1,325","153,881","1,097",0,"129,389","194,101",498,"36,995","303,077","10,483","320,361",0,"31,645",0,"32,334","4,117","415,257",0,"126,962","214,622","37,081","525,775","2,055,551","458,423","802,234","1,985,700","147,971","1,084,329","50,078","130,845","210,760","411,849","95,832",0,"104,127","31,721","2,233","33,787","20,508",0,0,"108,618","45,864","62,688","7,968","80,393","40,115","1,702","3,225","22,973",0,"115,718","118,090","28,900","168,129","63,012","88,410","60,300","156,041","57,473","47,456","98,698","25,390","345,691",0,"15,995",0,"32,150","280,062","130,688","478,636","20,989","28,426",0,"49,884","414,269","27,428","797,872","76,537","533,305","21,858","325,459","66,188",0,"262,075","1,375,520",0,0,"71,339","206,440","63,035",,,,,
2019,2019279,Bermuda,,60,B,"19,336",694,375,,,,,,,,,,,,69,32,,,,,,,23,,,,,,,,,,,,,,,,,,"2,327",,,,,,353,,,,,,,,,,30,,,,,,36,,,21,,,,,,,,,,,,,146,,,,,,251,126,,107,,,,,,,,103,"1,698",,,,,534,,,,103,,75,73,615,681,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,190,,,,,,37,,,,,,415,33,"1,639",,,,,,26,,,,,,,,,,,,,,,,,,,,,,264,,131,,,,,,126,,,,,,,,68,,145,,83,,,,,"4,105",,"3,565",,,,,,,,,,,,,,,,
